term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0050792,"regulation of viral process",0.033%,null,null,3.624,-4.1096,0.710,0.973,48525,1
GO:0006470,"protein dephosphorylation",0.585%,-3.653,-0.267,4.875,-5.0851,0.863,0.023,6470,0
GO:0035335,"peptidyl-tyrosine dephosphorylation",0.255%,null,null,4.514,-3.5436,0.873,0.779,6470,1
GO:0008283,"cell proliferation",0.394%, 0.621,-4.422,4.704,-3.7905,0.963,0.050,8283,0
GO:0009058,"biosynthetic process",31.611%, 0.164,-3.450,6.608,-3.7545,0.963,0.066,9058,0
GO:0044238,"primary metabolic process",53.743%,-2.135,-5.373,6.839,-4.3737,0.959,0.089,44238,0
GO:0000380,"alternative mRNA splicing, via spliceosome",0.021%,-3.686, 1.889,3.425,-3.3706,0.879,0.103,380,0
GO:0071704,"organic substance metabolic process",58.357%,-2.564,-4.492,6.874,-4.1656,0.958,0.120,71704,0
GO:0006928,"movement of cell or subcellular component",0.973%, 1.436,-1.314,5.097,-3.7258,0.918,0.122,6928,0
GO:0000910,"cytokinesis",0.315%, 1.290,-2.268,4.606,-3.5391,0.925,0.180,910,0
GO:0044260,"cellular macromolecule metabolic process",34.276%,-5.459, 2.108,6.643,-9.0691,0.821,0.181,44260,0
GO:0010557,"positive regulation of macromolecule biosynthetic process",0.633%, 2.467, 5.538,4.909,-5.9586,0.525,0.191,10557,0
GO:0048522,"positive regulation of cellular process",1.585%,null,null,5.308,-4.0650,0.561,0.914,10557,1
GO:1902680,"positive regulation of RNA biosynthetic process",0.521%,null,null,4.825,-5.2782,0.508,0.989,10557,1
GO:0031328,"positive regulation of cellular biosynthetic process",0.670%,null,null,4.934,-5.0467,0.526,0.986,10557,1
GO:0031325,"positive regulation of cellular metabolic process",1.004%,null,null,5.110,-4.1439,0.532,0.979,10557,1
GO:0051254,"positive regulation of RNA metabolic process",0.535%,null,null,4.837,-4.6253,0.517,0.969,10557,1
GO:0045935,"positive regulation of nucleobase-containing compound metabolic process",0.600%,null,null,4.886,-4.5986,0.525,0.886,10557,1
GO:0010628,"positive regulation of gene expression",0.653%,null,null,4.923,-4.4179,0.544,0.906,10557,1
GO:0045893,"positive regulation of transcription, DNA-templated",0.519%,null,null,4.823,-5.2907,0.508,0.962,10557,1
GO:1903508,"positive regulation of nucleic acid-templated transcription",0.519%,null,null,4.823,-5.2907,0.508,0.994,10557,1
GO:0010604,"positive regulation of macromolecule metabolic process",0.988%,null,null,5.103,-4.8861,0.531,0.938,10557,1
GO:0009893,"positive regulation of metabolic process",1.048%,null,null,5.129,-4.1739,0.559,0.827,10557,1
GO:0009891,"positive regulation of biosynthetic process",0.674%,null,null,4.937,-4.9431,0.543,0.896,10557,1
GO:0045944,"positive regulation of transcription from RNA polymerase II promoter",0.369%,null,null,4.675,-4.0846,0.515,0.964,10557,1
GO:0051173,"positive regulation of nitrogen compound metabolic process",0.685%,null,null,4.944,-4.3716,0.550,0.940,10557,1
GO:0044237,"cellular metabolic process",53.061%,-5.907,-1.599,6.833,-4.3197,0.907,0.191,44237,0
GO:0006793,"phosphorus metabolic process",13.507%,-6.519,-1.547,6.239,-5.6345,0.901,0.194,6793,0
GO:1901360,"organic cyclic compound metabolic process",30.324%,-4.220,-1.705,6.590,-4.2197,0.927,0.198,1901360,0
GO:0043170,"macromolecule metabolic process",39.491%,-4.786,-1.419,6.705,-6.1785,0.923,0.224,43170,0
GO:0018130,"heterocycle biosynthetic process",17.388%,-5.505, 3.318,6.348,-8.0000,0.798,0.231,18130,0
GO:0044093,"positive regulation of molecular function",0.890%, 5.612, 4.856,5.058,-4.3936,0.700,0.258,44093,0
GO:0051336,"regulation of hydrolase activity",0.855%,null,null,5.040,-4.2403,0.700,0.841,44093,1
GO:0043087,"regulation of GTPase activity",0.510%,null,null,4.816,-4.4413,0.711,0.888,44093,1
GO:0051345,"positive regulation of hydrolase activity",0.559%,null,null,4.856,-4.5622,0.709,0.904,44093,1
GO:0043547,"positive regulation of GTPase activity",0.470%,null,null,4.780,-4.2161,0.713,0.791,44093,1
GO:0006725,"cellular aromatic compound metabolic process",29.628%,-6.000, 0.445,6.580,-4.9747,0.885,0.260,6725,0
GO:0046483,"heterocycle metabolic process",29.664%,-6.337, 0.147,6.580,-4.7773,0.885,0.260,46483,0
GO:0008104,"protein localization",2.626%, 0.771, 2.758,5.527,-3.7520,0.951,0.268,8104,0
GO:0045184,"establishment of protein localization",2.407%,null,null,5.490,-3.0809,0.951,0.921,8104,1
GO:0006950,"response to stress",4.575%, 4.950,-4.690,5.769,-5.5258,0.829,0.268,6950,0
GO:0034641,"cellular nitrogen compound metabolic process",34.137%,-5.936, 1.147,6.641,-4.0083,0.840,0.277,34641,0
GO:0048519,"negative regulation of biological process",1.984%, 6.220, 4.720,5.406,-5.8928,0.684,0.295,48519,0
GO:0065009,"regulation of molecular function",1.726%, 5.762, 4.441,5.345,-3.6576,0.701,0.316,65009,0
GO:0008630,"intrinsic apoptotic signaling pathway in response to DNA damage",0.021%, 6.062,-0.839,3.434,-3.8508,0.673,0.320,8630,0
GO:0051128,"regulation of cellular component organization",1.586%, 4.198, 4.468,5.308,-5.7258,0.648,0.328,51128,0
GO:0043412,"macromolecule modification",9.785%,-3.103, 4.940,6.099,-3.9469,0.895,0.331,43412,0
GO:0048518,"positive regulation of biological process",1.744%, 6.077, 4.923,5.350,-3.2757,0.688,0.332,48518,0
GO:0034058,"endosomal vesicle fusion",0.006%,-0.483, 3.629,2.877,-4.5157,0.910,0.351,34058,0
GO:0016311,"dephosphorylation",1.250%,-4.288,-4.445,5.205,-4.0953,0.910,0.371,16311,0
GO:0007259,"JAK-STAT cascade",0.033%, 6.573,-0.477,3.630,-3.7570,0.683,0.375,7259,0
GO:0033036,"macromolecule localization",3.030%, 0.837, 3.863,5.590,-3.5784,0.961,0.385,33036,0
GO:0097696,"STAT cascade",0.033%, 6.446,-0.538,3.631,-3.7570,0.683,0.386,97696,0
GO:0006978,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator",0.003%, 6.313,-1.359,2.621,-3.3706,0.705,0.389,6978,0
GO:0042772,"DNA damage response, signal transduction resulting in transcription",0.004%,null,null,2.656,-3.2343,0.704,0.814,6978,1
GO:0009607,"response to biotic stimulus",0.342%, 4.368,-4.979,4.643,-3.8928,0.861,0.421,9607,0
GO:0006357,"regulation of transcription from RNA polymerase II promoter",1.273%, 1.412, 5.275,5.213,-3.9626,0.568,0.422,6357,0
GO:0006952,"defense response",0.568%, 5.022,-4.393,4.863,-4.0691,0.830,0.447,6952,0
GO:0001817,"regulation of cytokine production",0.108%, 5.507, 3.505,4.141,-6.2441,0.686,0.449,1817,0
GO:0051241,"negative regulation of multicellular organismal process",0.211%,null,null,4.432,-3.4724,0.629,0.776,1817,1
GO:0001819,"positive regulation of cytokine production",0.070%,null,null,3.955,-4.7399,0.609,0.954,1817,1
GO:0032479,"regulation of type I interferon production",0.014%,null,null,3.243,-3.1180,0.721,0.854,1817,1
GO:0016050,"vesicle organization",0.130%,-1.236, 1.817,4.221,-3.0491,0.935,0.451,16050,0
GO:1901362,"organic cyclic compound biosynthetic process",17.871%,-4.564, 4.607,6.360,-7.1574,0.825,0.454,1901362,0
GO:0034654,"nucleobase-containing compound biosynthetic process",14.533%,-4.911, 3.310,6.271,-8.5331,0.756,0.468,34654,0
GO:0050794,"regulation of cellular process",18.840%, 5.350, 4.404,6.383,-9.9547,0.569,0.474,50794,0
GO:0050789,"regulation of biological process",19.373%,null,null,6.395,-9.6421,0.606,0.761,50794,1
GO:0010033,"response to organic substance",0.900%, 4.700,-4.954,5.062,-4.7328,0.824,0.474,10033,0
GO:0007166,"cell surface receptor signaling pathway",0.920%, 6.146, 0.249,5.072,-4.9547,0.598,0.475,7166,0
GO:0019438,"aromatic compound biosynthetic process",16.954%,-5.308, 3.368,6.338,-7.9318,0.799,0.477,19438,0
GO:0048583,"regulation of response to stimulus",1.120%, 6.359, 0.335,5.158,-4.5346,0.627,0.487,48583,0
GO:0034645,"cellular macromolecule biosynthetic process",19.291%,-4.605, 3.404,6.394,-6.2381,0.755,0.495,34645,0
GO:0009605,"response to external stimulus",1.370%, 4.805,-4.912,5.245,-3.1733,0.845,0.501,9605,0
GO:0009059,"macromolecule biosynthetic process",19.548%,-4.447, 4.744,6.399,-5.4295,0.823,0.506,9059,0
GO:0016569,"covalent chromatin modification",0.424%,-1.965, 3.757,4.736,-3.1618,0.871,0.507,16569,0
GO:0010646,"regulation of cell communication",0.929%, 6.577, 3.315,5.076,-3.8356,0.667,0.521,10646,0
GO:0044271,"cellular nitrogen compound biosynthetic process",22.502%,-5.381, 3.348,6.460,-5.9626,0.787,0.536,44271,0
GO:0023051,"regulation of signaling",0.934%, 6.804, 3.303,5.079,-3.8447,0.682,0.536,23051,0
GO:0061024,"membrane organization",0.759%,-1.073, 1.904,4.989,-3.5751,0.927,0.540,61024,0
GO:0080134,"regulation of response to stress",0.337%, 5.997,-0.235,4.636,-3.5768,0.606,0.542,80134,0
GO:0032101,"regulation of response to external stimulus",0.160%,null,null,4.313,-3.5003,0.626,0.732,80134,1
GO:0003093,"regulation of glomerular filtration",0.001%, 4.143, 4.199,2.196,-3.2373,0.767,0.555,3093,0
GO:0060337,"type I interferon signaling pathway",0.007%, 6.048,-1.751,2.943,-7.8729,0.615,0.560,60337,0
GO:0001959,"regulation of cytokine-mediated signaling pathway",0.019%,null,null,3.385,-3.1146,0.622,0.862,60337,1
GO:0045088,"regulation of innate immune response",0.065%,null,null,3.921,-3.8182,0.586,0.768,60337,1
GO:0060759,"regulation of response to cytokine stimulus",0.020%,null,null,3.404,-3.7696,0.645,0.850,60337,1
GO:0060760,"positive regulation of response to cytokine stimulus",0.006%,null,null,2.874,-3.0969,0.593,0.931,60337,1
GO:0034340,"response to type I interferon",0.008%,null,null,3.007,-3.4449,0.762,0.775,60337,1
GO:0019221,"cytokine-mediated signaling pathway",0.093%,null,null,4.078,-5.6364,0.616,0.809,60337,1
GO:0060333,"interferon-gamma-mediated signaling pathway",0.004%,null,null,2.745,-5.0462,0.624,0.710,60337,1
GO:0090304,"nucleic acid metabolic process",21.449%,-5.351, 2.127,6.440,-6.0640,0.772,0.562,90304,0
GO:0042221,"response to chemical",3.071%, 4.821,-4.723,5.595,-3.6440,0.835,0.562,42221,0
GO:0006468,"protein phosphorylation",4.137%,-4.217, 0.887,5.725,-3.5406,0.831,0.568,6468,0
GO:0036211,"protein modification process",7.726%,null,null,5.996,-3.4473,0.875,0.730,6468,1
GO:0006464,"cellular protein modification process",7.726%,null,null,5.996,-3.4473,0.830,0.822,6468,1
GO:2001034,"positive regulation of double-strand break repair via nonhomologous end joining",0.002%, 5.120,-0.408,2.326,-3.1296,0.581,0.569,2001034,0
GO:0016070,"RNA metabolic process",15.951%,-5.147, 2.191,6.311,-3.9431,0.767,0.577,16070,0
GO:0034112,"positive regulation of homotypic cell-cell adhesion",0.001%, 4.644, 4.659,1.973,-4.3233,0.713,0.578,34112,0
GO:0044249,"cellular biosynthetic process",30.048%,-5.098, 4.189,6.586,-3.9547,0.806,0.585,44249,0
GO:0034097,"response to cytokine",0.136%, 4.810,-5.247,4.242,-5.0835,0.829,0.597,34097,0
GO:0014070,"response to organic cyclic compound",0.227%,null,null,4.464,-3.6055,0.823,0.736,34097,1
GO:0006139,"nucleobase-containing compound metabolic process",26.547%,-5.640, 1.668,6.532,-5.7747,0.796,0.597,6139,0
GO:0030155,"regulation of cell adhesion",0.129%, 6.430, 3.427,4.219,-5.5287,0.717,0.598,30155,0
GO:0022409,"positive regulation of cell-cell adhesion",0.038%,null,null,3.688,-4.5467,0.644,0.876,30155,1
GO:0022407,"regulation of cell-cell adhesion",0.072%,null,null,3.964,-3.8794,0.717,0.914,30155,1
GO:0045785,"positive regulation of cell adhesion",0.068%,null,null,3.942,-4.2581,0.637,0.744,30155,1
GO:0048523,"negative regulation of cellular process",1.830%, 5.992, 5.009,5.371,-5.2426,0.611,0.601,48523,0
GO:0031324,"negative regulation of cellular metabolic process",1.165%,null,null,5.174,-3.3429,0.578,0.930,48523,1
GO:1902679,"negative regulation of RNA biosynthetic process",0.612%,null,null,4.895,-4.3536,0.551,0.986,48523,1
GO:0051253,"negative regulation of RNA metabolic process",0.626%,null,null,4.905,-4.2865,0.559,0.965,48523,1
GO:0048585,"negative regulation of response to stimulus",0.344%,null,null,4.645,-4.5817,0.572,0.794,48523,1
GO:0045934,"negative regulation of nucleobase-containing compound metabolic process",0.702%,null,null,4.954,-3.6925,0.568,0.952,48523,1
GO:0051056,"regulation of small GTPase mediated signal transduction",0.218%,null,null,4.447,-3.0696,0.601,0.852,48523,1
GO:0045892,"negative regulation of transcription, DNA-templated",0.592%,null,null,4.881,-4.5129,0.552,0.842,48523,1
GO:1903507,"negative regulation of nucleic acid-templated transcription",0.609%,null,null,4.893,-4.3778,0.551,0.990,48523,1
GO:0000122,"negative regulation of transcription from RNA polymerase II promoter",0.199%,null,null,4.408,-4.3152,0.590,0.894,48523,1
GO:0009966,"regulation of signal transduction",0.857%,null,null,5.041,-3.8210,0.560,0.852,48523,1
GO:0051172,"negative regulation of nitrogen compound metabolic process",0.792%,null,null,5.007,-3.6635,0.596,0.869,48523,1
GO:0043900,"regulation of multi-organism process",0.079%, 5.161, 6.134,4.008,-5.3778,0.727,0.610,43900,0
GO:0051239,"regulation of multicellular organismal process",0.628%, 5.929, 3.595,4.906,-5.4597,0.668,0.614,51239,0
GO:0048513,"animal organ development",0.779%,null,null,5.000,-3.6478,0.879,0.736,51239,1
GO:0050793,"regulation of developmental process",1.205%,null,null,5.189,-3.1818,0.676,0.749,51239,1
GO:0001816,"cytokine production",0.120%, 3.183, 2.200,4.187,-3.6180,0.900,0.619,1816,0
GO:0008286,"insulin receptor signaling pathway",0.024%, 6.388,-1.211,3.484,-3.1713,0.661,0.625,8286,0
GO:0035556,"intracellular signal transduction",4.000%, 6.114, 0.398,5.710,-4.5114,0.539,0.641,35556,0
GO:0030335,"positive regulation of cell migration",0.076%, 4.023, 5.272,3.988,-4.2668,0.612,0.650,30335,0
GO:0030334,"regulation of cell migration",0.144%,null,null,4.267,-3.5376,0.677,0.942,30335,1
GO:0051272,"positive regulation of cellular component movement",0.081%,null,null,4.015,-4.0259,0.619,0.891,30335,1
GO:2000147,"positive regulation of cell motility",0.078%,null,null,4.000,-3.9547,0.611,0.992,30335,1
GO:2000406,"positive regulation of T cell migration",0.004%,null,null,2.694,-3.4763,0.615,0.824,30335,1
GO:0040017,"positive regulation of locomotion",0.087%,null,null,4.048,-4.3449,0.644,0.884,30335,1
GO:0006996,"organelle organization",3.595%,-1.125, 2.020,5.664,-3.0191,0.915,0.652,6996,0
GO:0016043,"cellular component organization",7.239%,null,null,5.968,-4.4522,0.910,0.755,6996,1
GO:1901576,"organic substance biosynthetic process",30.365%,-4.277, 5.476,6.591,-3.9066,0.837,0.658,1901576,0
GO:0006974,"cellular response to DNA damage stimulus",2.360%, 5.323,-4.329,5.481,-3.5331,0.770,0.660,6974,0
GO:0035455,"response to interferon-alpha",0.003%, 4.148,-5.794,2.606,-4.8996,0.846,0.660,35455,0
GO:0006796,"phosphate-containing compound metabolic process",13.110%,-5.887,-2.168,6.226,-5.7747,0.879,0.664,6796,0
GO:0016310,"phosphorylation",7.764%,null,null,5.998,-4.1158,0.887,0.755,6796,1
GO:0035456,"response to interferon-beta",0.004%, 4.258,-5.751,2.692,-3.4763,0.845,0.667,35456,0
GO:0035549,"positive regulation of interferon-beta secretion",0.000%, 3.349, 5.019,1.462,-3.5129,0.682,0.676,35549,0
GO:0035547,"regulation of interferon-beta secretion",0.000%,null,null,1.519,-3.1296,0.735,0.995,35549,1
GO:0040012,"regulation of locomotion",0.183%, 5.174, 5.429,4.372,-3.6757,0.723,0.677,40012,0
GO:0006302,"double-strand break repair",0.211%, 2.563,-4.492,4.432,-3.8356,0.726,0.689,6302,0
GO:0006355,"regulation of transcription, DNA-templated",9.917%, 1.091, 4.714,6.105,-8.5302,0.463,0.695,6355,0
GO:0032774,"RNA biosynthetic process",10.925%,null,null,6.147,-8.1643,0.732,0.729,6355,1
GO:0080090,"regulation of primary metabolic process",11.675%,null,null,6.175,-7.4634,0.542,0.872,6355,1
GO:0010468,"regulation of gene expression",10.815%,null,null,6.142,-5.6757,0.522,0.856,6355,1
GO:0031323,"regulation of cellular metabolic process",11.662%,null,null,6.175,-8.6326,0.525,0.839,6355,1
GO:0031326,"regulation of cellular biosynthetic process",10.816%,null,null,6.142,-7.1409,0.498,0.890,6355,1
GO:0051252,"regulation of RNA metabolic process",10.029%,null,null,6.109,-8.9469,0.477,0.886,6355,1
GO:2001141,"regulation of RNA biosynthetic process",9.969%,null,null,6.107,-8.8761,0.463,0.896,6355,1
GO:0019219,"regulation of nucleobase-containing compound metabolic process",10.258%,null,null,6.119,-7.8477,0.496,0.860,6355,1
GO:2000112,"regulation of cellular macromolecule biosynthetic process",10.683%,null,null,6.137,-7.2660,0.478,0.875,6355,1
GO:0006351,"transcription, DNA-templated",10.659%,null,null,6.136,-8.4750,0.716,0.876,6355,1
GO:0060255,"regulation of macromolecule metabolic process",11.716%,null,null,6.177,-7.8827,0.521,0.872,6355,1
GO:1903506,"regulation of nucleic acid-templated transcription",9.965%,null,null,6.107,-8.7423,0.462,0.899,6355,1
GO:0097659,"nucleic acid-templated transcription",10.721%,null,null,6.138,-8.4486,0.721,0.882,6355,1
GO:0009889,"regulation of biosynthetic process",10.834%,null,null,6.143,-7.1175,0.523,0.856,6355,1
GO:0010556,"regulation of macromolecule biosynthetic process",10.749%,null,null,6.140,-7.7258,0.492,0.887,6355,1
GO:0051171,"regulation of nitrogen compound metabolic process",10.926%,null,null,6.147,-7.1124,0.536,0.858,6355,1
GO:0019222,"regulation of metabolic process",11.942%, 6.002, 4.071,6.185,-7.7905,0.604,0.698,19222,0
