"hsap_ensembl_gid","hsap_gene_name","diff_1","diff_2","undiff_1","undiff_2"
"ENSG00000137841","PLCB2",5,1,1,1
"ENSG00000137842","TMEM62",325,339,401,556
"ENSG00000137843","PAK6",0,0,0,0
"ENSG00000137845","ADAM10",8687,8661,10076,11078
"ENSG00000137857","DUOX1",51,42,63,79
"ENSG00000137860","SLC28A2",4,10,5,10
"ENSG00000137868","STRA6",3412,3483,4517,4428
"ENSG00000137869","CYP19A1",0,0,10,25
"ENSG00000137871","ZNF280D",1571,1504,1616,1699
"ENSG00000137872","SEMA6D",1449,1512,3302,3574
"ENSG00000137875","BCL2L10",9,10,1,1
"ENSG00000137876","RSL24D1",2132,2244,2742,3034
"ENSG00000137877","SPTBN5",4,6,8,7
"ENSG00000137878","GCOM1",0,0,0,0
"ENSG00000137880","GCHFR",86,88,94,85
"ENSG00000137936","BCAR3",553,546,1738,1868
"ENSG00000137941","TTLL7",459,429,572,593
"ENSG00000137942","FNBP1L",122,120,197,183
"ENSG00000137944","CCBL2",1417,1397,1463,1627
"ENSG00000137947","GTF2B",680,702,887,1024
"ENSG00000137948","BRDT",0,0,0,0
"ENSG00000137955","RABGGTB",1962,2082,1410,1655
"ENSG00000137959","IFI44L",2217,2276,0,0
"ENSG00000137960","GIPC2",5,10,4,1
"ENSG00000137962","ARHGAP29",4293,4419,2539,2913
"ENSG00000137965","IFI44",493,453,174,172
"ENSG00000137968","SLC44A5",32,25,14,15
"ENSG00000137970","RPL7P9",4218,4432,746,855
"ENSG00000137975","CLCA2",0,2,0,0
"ENSG00000137976","DNASE2B",6,2,0,0
"ENSG00000137992","DBT",1271,1266,1007,1204
"ENSG00000137996","RTCA",1150,1257,1300,1362
"ENSG00000138002","IFT172",2206,2288,1625,1843
"ENSG00000138018","EPT1",1002,989,1409,1475
"ENSG00000138028","CGREF1",58,38,0,0
"ENSG00000138029","HADHB",3415,3549,4453,4982
"ENSG00000138030","KHK",14,18,12,2
"ENSG00000138031","ADCY3",3940,3816,3278,3621
"ENSG00000138032","PPM1B",1205,1309,1836,2135
"ENSG00000138035","PNPT1",935,987,933,1084
"ENSG00000138036","DYNC2LI1",941,870,543,542
"ENSG00000138039","LHCGR",71,73,20,16
"ENSG00000138041","SMEK2",3093,3238,3216,3526
"ENSG00000138050","THUMPD2",236,275,383,361
"ENSG00000138061","CYP1B1",6,18,17,10
"ENSG00000138068","SULT6B1",0,0,0,0
"ENSG00000138069","RAB1A",8110,8119,8191,9222
"ENSG00000138071","ACTR2",10733,10964,15615,16803
"ENSG00000138073","PREB",1759,1648,1641,1743
"ENSG00000138074","SLC5A6",958,939,1195,1275
"ENSG00000138075","ABCG5",0,0,1,6
"ENSG00000138078","PREPL",2632,2570,2465,2855
"ENSG00000138079","SLC3A1",4,7,5,11
"ENSG00000138080","EMILIN1",16536,16394,11830,11525
"ENSG00000138081","FBXO11",1972,1985,2413,2625
"ENSG00000138083","SIX3",0,1,0,0
"ENSG00000138085","ATRAID",6867,6810,2326,2495
"ENSG00000138092","CENPO",415,438,635,745
"ENSG00000138095","LRPPRC",5777,6051,5402,6096
"ENSG00000138100","TRIM54",0,0,0,0
"ENSG00000138101","DTNB",150,151,196,202
"ENSG00000138107","ACTR1A",5770,6010,7915,8368
"ENSG00000138109","CYP2C9",0,0,0,0
"ENSG00000138111","TMEM180",169,163,118,113
"ENSG00000138115","CYP2C8",0,0,0,0
"ENSG00000138119","MYOF",26669,26894,38622,41578
"ENSG00000138131","LOXL4",1026,1075,2286,2303
"ENSG00000138134","STAMBPL1",1646,1599,1654,1926
"ENSG00000138135","CH25H",1,0,1,4
"ENSG00000138136","LBX1",0,0,0,0
"ENSG00000138138","ATAD1",2930,2990,3005,3516
"ENSG00000138152","BTBD16",0,6,1,0
"ENSG00000138160","KIF11",1171,1126,1398,1597
"ENSG00000138161","CUZD1",42,61,35,35
"ENSG00000138162","TACC2",392,448,1158,1243
"ENSG00000138166","DUSP5",1640,1559,1415,1615
"ENSG00000138172","CALHM2",1129,1247,1529,1462
"ENSG00000138175","ARL3",1652,1641,1980,2141
"ENSG00000138180","CEP55",498,466,945,953
"ENSG00000138182","KIF20B",617,659,792,997
"ENSG00000138185","ENTPD1",1200,1238,795,945
"ENSG00000138190","EXOC6",123,131,200,261
"ENSG00000138193","PLCE1",1215,1182,216,283
"ENSG00000138207","RBP4",7,2,0,0
"ENSG00000138231","DBR1",605,565,550,660
"ENSG00000138246","DNAJC13",6061,6283,8142,9093
"ENSG00000138271","GPR87",0,0,0,0
"ENSG00000138279","ANXA7",3381,3531,5217,5854
"ENSG00000138286","FAM149B1",1273,1247,1115,1349
"ENSG00000138293","NCOA4",7461,7814,6321,6733
"ENSG00000138294","MSMB",2,0,0,0
"ENSG00000138297","TIMM23",876,863,1057,1093
"ENSG00000138303","ASCC1",1046,1106,776,884
"ENSG00000138308","PLA2G12B",0,0,0,0
"ENSG00000138311","ZNF365",73,64,250,240
"ENSG00000138315","OIT3",0,0,0,0
"ENSG00000138316","ADAMTS14",45,47,642,581
"ENSG00000138326","RPS24",15282,15598,13173,14751
"ENSG00000138336","TET1",398,492,215,278
"ENSG00000138346","DNA2",175,168,278,347
"ENSG00000138347","MYPN",23,12,146,128
"ENSG00000138356","AOX1",8349,8611,1113,1061
"ENSG00000138363","ATIC",3261,3184,3068,3221
"ENSG00000138375","SMARCAL1",1079,1051,1635,1757
"ENSG00000138376","BARD1",410,484,355,429
"ENSG00000138378","STAT4",93,134,85,103
"ENSG00000138379","MSTN",13,6,17,19
"ENSG00000138380","CARF",451,443,401,508
"ENSG00000138381","ASNSD1",1283,1360,1225,1449
"ENSG00000138382","METTL5",664,607,680,727
"ENSG00000138385","SSB",4927,4622,3116,3521
"ENSG00000138386","NAB1",1219,1253,2318,2487
"ENSG00000138395","CDK15",72,59,226,263
"ENSG00000138398","PPIG",2389,2410,2522,2881
"ENSG00000138399","FASTKD1",621,670,635,692
"ENSG00000138400","MDH1B",41,41,1,14
"ENSG00000138411","HECW2",691,655,1177,1429
"ENSG00000138413","IDH1",2322,2327,3236,3372
"ENSG00000138430","OLA1",1972,2008,1908,2046
"ENSG00000138433","CIR1",1252,1381,1075,1213
"ENSG00000138434","SSFA2",9645,9520,17154,19176
"ENSG00000138435","CHRNA1",0,0,17,11
"ENSG00000138439","FAM117B",472,465,423,463
"ENSG00000138442","WDR12",1226,1233,1189,1308
"ENSG00000138443","ABI2",3327,3239,4164,4674
"ENSG00000138448","ITGAV",22221,22213,19413,21132
"ENSG00000138449","SLC40A1",2770,2754,278,279
"ENSG00000138459","SLC35A5",1543,1482,1244,1317
"ENSG00000138463","DIRC2",908,884,779,754
"ENSG00000138468","SENP7",798,809,809,912
"ENSG00000138472","GUCA1C",0,0,0,0
"ENSG00000138483","CCDC54",19,7,1,1
"ENSG00000138495","COX17",236,226,332,438
"ENSG00000138496","PARP9",832,843,729,799
"ENSG00000138587","MNS1",145,140,77,96
"ENSG00000138592","USP8",3077,3005,2728,2998
"ENSG00000138593","SECISBP2L",5674,5869,5453,6102
"ENSG00000138594","TMOD3",3372,3447,4339,4817
"ENSG00000138600","SPPL2A",2861,2848,2595,2976
"ENSG00000138604","GLCE",869,817,2546,2961
"ENSG00000138606","SHF",113,119,125,148
"ENSG00000138613","APH1B",1502,1516,1062,1134
"ENSG00000138614","VWA9",1531,1595,1421,1339
"ENSG00000138615","CILP",125,88,3,3
"ENSG00000138617","PARP16",309,319,173,177
"ENSG00000138621","PPCDC",115,119,145,149
"ENSG00000138622","HCN4",0,1,0,0
"ENSG00000138623","SEMA7A",667,639,12085,12178
"ENSG00000138629","UBL7",1217,1169,1172,1185
"ENSG00000138639","ARHGAP24",1009,943,2138,2243
"ENSG00000138640","FAM13A",1559,1649,827,953
"ENSG00000138641","HERC3",695,670,1618,1768
"ENSG00000138642","HERC6",75,77,160,136
"ENSG00000138646","HERC5",12,7,16,13
"ENSG00000138650","PCDH10",3558,3586,4076,4163
"ENSG00000138653","NDST4",0,0,0,0
"ENSG00000138658","C4orf21",180,231,300,304
"ENSG00000138660","AP1AR",647,586,1084,1296
"ENSG00000138663","COPS4",1581,1612,1799,1866
"ENSG00000138668","HNRNPD",4785,5082,6769,7323
"ENSG00000138669","PRKG2",0,0,6,4
"ENSG00000138670","RASGEF1B",0,0,0,0
"ENSG00000138674","SEC31A",22306,23099,18523,20296
"ENSG00000138675","FGF5",541,630,4414,4932
"ENSG00000138678","AGPAT9",268,360,130,132
"ENSG00000138684","IL21",0,0,0,0
"ENSG00000138685","FGF2",1775,1806,4836,5439
"ENSG00000138686","BBS7",963,905,1294,1409
"ENSG00000138688","KIAA1109",7242,7280,6825,7770
"ENSG00000138696","BMPR1B",351,353,332,392
"ENSG00000138698","RAP1GDS1",1805,1919,2844,3174
"ENSG00000138709","LARP1B",639,588,742,903
"ENSG00000138722","MMRN1",2,2,0,0
"ENSG00000138735","PDE5A",4974,4755,2513,2713
"ENSG00000138738","PRDM5",626,630,792,861
"ENSG00000138741","TRPC3",70,56,60,57
"ENSG00000138744","NAAA",883,865,748,806
"ENSG00000138750","NUP54",1219,1248,1317,1574
"ENSG00000138755","CXCL9",0,0,0,0
"ENSG00000138756","BMP2K",1134,983,1315,1479
"ENSG00000138757","G3BP2",8085,8548,9408,10332
"ENSG00000138758","SEPT11",18313,18163,23209,26076
"ENSG00000138759","FRAS1",122,136,37,26
"ENSG00000138760","SCARB2",15142,15324,25646,27969
"ENSG00000138764","CCNG2",1639,1762,2896,3227
"ENSG00000138767","CNOT6L",1498,1450,1892,1999
"ENSG00000138768","USO1",7203,7528,6684,7296
"ENSG00000138769","CDKL2",0,2,0,0
"ENSG00000138771","SHROOM3",575,611,3764,3798
"ENSG00000138772","ANXA3",113,143,69,68
"ENSG00000138777","PPA2",1193,1138,1049,1091
"ENSG00000138778","CENPE",767,794,1257,1468
"ENSG00000138780","GSTCD",326,290,373,479
"ENSG00000138785","INTS12",473,395,610,702
"ENSG00000138792","ENPEP",193,204,22,23
"ENSG00000138794","CASP6",267,312,355,391
"ENSG00000138795","LEF1",3,9,118,111
"ENSG00000138796","HADH",1052,1094,1088,1093
"ENSG00000138798","EGF",4,9,16,13
"ENSG00000138801","PAPSS1",3154,3202,4193,4537
"ENSG00000138802","SEC24B",2470,2435,3304,3604
"ENSG00000138813","C4orf17",0,0,0,0
"ENSG00000138814","PPP3CA",4602,4688,5834,6475
"ENSG00000138821","SLC39A8",852,868,502,596
"ENSG00000138823","MTTP",6,0,0,0
"ENSG00000138829","FBN2",34406,35453,9036,9754
"ENSG00000138834","MAPK8IP3",4582,4533,4230,4082
"ENSG00000138835","RGS3",564,658,2927,2930
"ENSG00000138867","GUCD1",3557,3619,3908,4162
"ENSG00000138892","TTLL8",0,0,0,0
"ENSG00000138942","RNF185",1529,1566,2286,2336
"ENSG00000138944","KIAA1644",1,7,13,19
"ENSG00000138964","PARVG",4,1,1,6
"ENSG00000139044","B4GALNT3",1,4,0,0
"ENSG00000139053","PDE6H",0,0,0,0
"ENSG00000139055","ERP27",0,0,0,0
"ENSG00000139083","ETV6",638,592,1182,1361
"ENSG00000139112","GABARAPL1",5817,5693,4846,5637
"ENSG00000139116","KIF21A",319,330,225,224
"ENSG00000139117","CPNE8",661,639,1311,1378
"ENSG00000139131","YARS2",520,527,668,700
"ENSG00000139132","FGD4",46,29,60,85
"ENSG00000139133","ALG10",91,83,116,125
"ENSG00000139144","PIK3C2G",2,2,0,0
"ENSG00000139146","FAM60A",573,602,978,1032
"ENSG00000139151","PLCZ1",0,0,0,0
"ENSG00000139154","AEBP2",1402,1366,1270,1302
"ENSG00000139155","SLCO1C1",0,0,0,0
"ENSG00000139160","METTL20",139,129,135,163
"ENSG00000139163","ETNK1",3357,3334,3101,3522
"ENSG00000139168","ZCRB1",945,986,1017,1180
"ENSG00000139173","TMEM117",936,953,1006,1111
"ENSG00000139174","PRICKLE1",820,838,718,842
"ENSG00000139178","C1RL",3282,3336,1092,1140
"ENSG00000139180","NDUFA9",732,665,883,968
"ENSG00000139182","CLSTN3",2835,2830,1680,1826
"ENSG00000139187","KLRG1",2,10,2,1
"ENSG00000139190","VAMP1",471,480,622,714
"ENSG00000139192","TAPBPL",603,627,564,606
"ENSG00000139193","CD27",43,30,30,43
"ENSG00000139194","RBP5",135,145,130,144
"ENSG00000139197","PEX5",2709,2787,2332,2605
"ENSG00000139200","PIANP",862,843,522,606
"ENSG00000139209","SLC38A4",461,538,75,90
"ENSG00000139211","AMIGO2",15806,15428,4882,5601
"ENSG00000139218","SCAF11",3833,3799,3972,4416
"ENSG00000139219","COL2A1",0,3,9,7
"ENSG00000139220","PPFIA2",20,17,32,45
"ENSG00000139223","ANP32D",0,0,0,0
"ENSG00000139233","LLPH",560,548,566,617
"ENSG00000139239","RPL14P1",1475,1503,392,416
"ENSG00000139263","LRIG3",1898,1842,767,819
"ENSG00000139266","MARCH9",538,539,499,529
"ENSG00000139269","INHBE",98,168,246,288
"ENSG00000139278","GLIPR1",3811,3894,5062,5767
"ENSG00000139287","TPH2",0,0,2,0
"ENSG00000139289","PHLDA1",12637,12521,49565,54775
"ENSG00000139291","TMEM19",627,598,939,976
"ENSG00000139292","LGR5",0,0,0,0
"ENSG00000139304","PTPRQ",122,159,0,1
"ENSG00000139318","DUSP6",50,59,2734,3082
"ENSG00000139323","POC1B",385,410,592,657
"ENSG00000139324","TMTC3",2271,2237,2348,2761
"ENSG00000139329","LUM",26697,27008,17413,19048
"ENSG00000139330","KERA",1,1,0,0
"ENSG00000139343","SNRPF",523,512,599,724
"ENSG00000139344","AMDHD1",2,3,1,1
"ENSG00000139350","NEDD1",908,873,1595,1820
"ENSG00000139351","SYCP3",6,3,9,31
"ENSG00000139352","ASCL1",1,2,0,0
"ENSG00000139354","GAS2L3",430,526,705,749
"ENSG00000139364","TMEM132B",1045,1196,4485,5006
"ENSG00000139370","SLC15A4",1379,1430,1472,1512
"ENSG00000139372","TDG",1245,1175,1329,1425
"ENSG00000139405","RITA1",382,415,536,543
"ENSG00000139410","SDSL",214,218,135,174
"ENSG00000139428","MMAB",257,197,284,298
"ENSG00000139433","GLTP",1714,1665,1908,1942
"ENSG00000139436","GIT2",1443,1457,1954,2173
"ENSG00000139437","TCHP",712,754,1376,1631
"ENSG00000139438","FAM222A",3,4,15,36
"ENSG00000139445","FOXN4",0,0,0,0
"ENSG00000139496","NUPL1",2441,2441,2230,2490
"ENSG00000139505","MTMR6",2296,2254,2883,3591
"ENSG00000139508","SLC46A3",440,519,202,187
"ENSG00000139514","SLC7A1",5000,5457,8809,9104
"ENSG00000139515","PDX1",6,0,0,0
"ENSG00000139517","LNX2",246,249,336,311
"ENSG00000139531","SUOX",709,654,644,745
"ENSG00000139537","CCDC65",143,127,199,179
"ENSG00000139540","SLC39A5",1,5,2,5
"ENSG00000139546","TARBP2",1004,989,956,1022
"ENSG00000139547","RDH16",27,35,5,15
"ENSG00000139549","DHH",0,1,0,0
"ENSG00000139567","ACVRL1",1267,1279,1077,946
"ENSG00000139572","GPR84",0,0,22,20
"ENSG00000139574","NPFF",0,0,0,0
"ENSG00000139579","NABP2",910,811,921,1066
"ENSG00000139597","N4BP2L1",121,80,191,230
"ENSG00000139610","CELA1",3,7,1,7
"ENSG00000139613","SMARCC2",4284,4338,5498,5892
"ENSG00000139618","BRCA2",228,234,527,633
"ENSG00000139620","KANSL2",748,902,989,988
"ENSG00000139624","CERS5",2330,2256,2506,2590
"ENSG00000139625","MAP3K12",3477,3788,2591,2799
"ENSG00000139626","ITGB7",37,29,35,26
"ENSG00000139629","GALNT6",1285,1426,2868,2865
"ENSG00000139631","CSAD",1264,1346,1071,1037
"ENSG00000139636","LMBR1L",2343,2280,2316,2301
"ENSG00000139637","C12orf10",1104,1161,1327,1326
"ENSG00000139641","ESYT1",3561,3406,10303,10511
"ENSG00000139644","TMBIM6",30037,30302,26142,27942
"ENSG00000139645","ANKRD52",5274,5360,8072,8101
"ENSG00000139648","KRT71",0,0,0,0
"ENSG00000139651","ZNF740",1948,1909,1594,1715
"ENSG00000139656","SMIM2",0,0,0,0
"ENSG00000139668","WDFY2",550,470,849,989
"ENSG00000139675","HNRNPA1L2",636,589,438,457
"ENSG00000139679","LPAR6",447,453,365,489
"ENSG00000139684","ESD",2718,2797,2329,2587
"ENSG00000139687","RB1",2334,2280,2897,3410
"ENSG00000139697","SBNO1",3942,3949,3760,4068
"ENSG00000139714","MORN3",68,48,36,32
"ENSG00000139718","SETD1B",2168,2298,2568,2654
"ENSG00000139719","VPS33A",461,469,541,558
"ENSG00000139722","VPS37B",805,877,1768,1791
"ENSG00000139725","RHOF",94,67,53,63
"ENSG00000139726","DENR",1675,1596,2491,2696
"ENSG00000139734","DIAPH3",555,465,967,1112
"ENSG00000139737","SLAIN1",0,0,0,1
"ENSG00000139746","RBM26",2532,2523,2346,2679
"ENSG00000139767","SRRM4",0,0,1,0
"ENSG00000139780","METTL21C",0,0,0,0
"ENSG00000139793","MBNL2",5545,5441,2357,2629
"ENSG00000139797","RNF113B",0,0,0,1
"ENSG00000139800","ZIC5",0,0,0,0
"ENSG00000139826","ABHD13",796,850,838,983
"ENSG00000139832","RAB20",77,105,22,24
"ENSG00000139835","GRTP1",134,123,112,98
"ENSG00000139842","CUL4A",4182,4179,5778,6127
"ENSG00000139865","TTC6",0,4,2,1
"ENSG00000139874","SSTR1",16996,16958,3159,3218
"ENSG00000139880","CDH24",999,926,2946,2922
"ENSG00000139890","REM2",2,9,18,32
"ENSG00000139899","CBLN3",261,278,259,296
"ENSG00000139908","TSSK4",72,98,144,146
"ENSG00000139910","NOVA1",5,5,3,3
"ENSG00000139914","FITM1",3,12,7,4
"ENSG00000139915","MDGA2",0,2,13,15
"ENSG00000139921","TMX1",3373,3405,2006,2176
"ENSG00000139926","FRMD6",9607,9541,22118,24511
"ENSG00000139946","PELI2",636,624,1304,1406
"ENSG00000139970","RTN1",0,0,8,2
"ENSG00000139971","C14orf37",1803,1752,1925,2062
"ENSG00000139973","SYT16",20,24,37,50
"ENSG00000139974","SLC38A6",569,563,756,757
"ENSG00000139977","NAA30",1097,1088,1777,1940
"ENSG00000139985","ADAM21",22,34,21,11
"ENSG00000139988","RDH12",1,0,2,4
"ENSG00000139990","DCAF5",3487,3468,3496,3735
"ENSG00000139998","RAB15",754,738,1417,1405
"ENSG00000140006","WDR89",321,276,330,305
"ENSG00000140009","ESR2",4,4,4,1
"ENSG00000140015","KCNH5",7,2,1,2
"ENSG00000140022","STON2",0,0,0,0
"ENSG00000140025","EFCAB11",167,156,183,236
"ENSG00000140030","GPR65",2,8,4,2
"ENSG00000140043","PTGR2",186,228,172,161
"ENSG00000140044","JDP2",988,967,1499,1377
"ENSG00000140057","AK7",14,9,7,12
"ENSG00000140067","FAM181A",0,0,0,0
"ENSG00000140090","SLC24A4",2,0,0,0
"ENSG00000140092","FBLN5",37592,38682,17271,18310
"ENSG00000140093","SERPINA10",0,0,1,0
"ENSG00000140104","C14orf79",367,382,296,294
"ENSG00000140105","WARS",3739,3877,10070,10547
"ENSG00000140107","SLC25A47",0,0,0,0
"ENSG00000140153","WDR20",590,577,731,907
"ENSG00000140157","NIPA2",1659,1761,1824,2159
"ENSG00000140181","HERC2P2",1307,1298,2002,2202
"ENSG00000140199","SLC12A6",1057,1146,2767,3000
"ENSG00000140254","DUOXA1",0,0,0,0
"ENSG00000140259","MFAP1",1506,1502,1411,1593
"ENSG00000140262","TCF12",9709,9859,7706,8503
"ENSG00000140263","SORD",489,558,769,831
"ENSG00000140264","SERF2",20461,20402,11599,11580
"ENSG00000140265","ZSCAN29",1078,986,1116,1129
"ENSG00000140274","DUOXA2",0,1,0,0
"ENSG00000140279","DUOX2",19,19,7,15
"ENSG00000140280","LYSMD2",141,158,148,191
"ENSG00000140284","SLC27A2",49,46,12,13
"ENSG00000140285","FGF7",16189,16334,7579,8584
"ENSG00000140287","HDC",0,0,0,0
"ENSG00000140297","GCNT3",1,3,0,0
"ENSG00000140299","BNIP2",3918,4156,5124,5494
"ENSG00000140307","GTF2A2",861,914,840,883
"ENSG00000140319","SRP14",6974,7236,7681,8166
"ENSG00000140320","BAHD1",795,783,1368,1356
"ENSG00000140323","DISP2",46,47,21,13
"ENSG00000140326","CDAN1",888,858,849,798
"ENSG00000140332","TLE3",1066,1078,1050,1105
"ENSG00000140350","ANP32A",1524,1727,2497,2673
"ENSG00000140365","COMMD4",1415,1444,1574,1628
"ENSG00000140367","UBE2Q2",3132,3141,3031,3280
"ENSG00000140368","PSTPIP1",2,1,2,4
"ENSG00000140374","ETFA",2833,3040,2623,3110
"ENSG00000140379","BCL2A1",0,1,0,0
"ENSG00000140382","HMG20A",2070,2122,1587,1628
"ENSG00000140386","SCAPER",367,355,346,310
"ENSG00000140391","TSPAN3",11443,11806,7630,8111
"ENSG00000140395","WDR61",1913,1885,1349,1482
"ENSG00000140396","NCOA2",2015,1968,2071,2343
"ENSG00000140398","NEIL1",571,600,208,251
"ENSG00000140400","MAN2C1",6231,6249,5929,6173
"ENSG00000140403","DNAJA4",102,146,137,127
"ENSG00000140406","MESDC1",428,433,1137,1174
"ENSG00000140416","TPM1",18086,18803,25983,27974
"ENSG00000140443","IGF1R",10949,10709,10452,11243
"ENSG00000140450","ARRDC4",3057,2742,1144,1244
"ENSG00000140451","PIF1",503,531,417,373
"ENSG00000140455","USP3",1063,1019,1488,1728
"ENSG00000140459","CYP11A1",4,13,0,0
"ENSG00000140463","BBS4",1089,1122,950,977
"ENSG00000140464","PML",2398,2488,3665,3725
"ENSG00000140465","CYP1A1",1,4,0,0
"ENSG00000140470","ADAMTS17",0,1,0,0
"ENSG00000140471","LINS",326,336,317,381
"ENSG00000140474","ULK3",957,946,981,981
"ENSG00000140478","GOLGA6D",0,0,0,0
"ENSG00000140479","PCSK6",0,0,9,4
"ENSG00000140481","CCDC33",1,0,1,4
"ENSG00000140488","CELF6",4,5,0,0
"ENSG00000140497","SCAMP2",3267,3149,2226,2282
"ENSG00000140505","CYP1A2",1,0,0,1
"ENSG00000140506","LMAN1L",0,0,0,0
"ENSG00000140511","HAPLN3",388,405,421,449
"ENSG00000140519","RHCG",8,2,0,0
"ENSG00000140521","POLG",2135,2154,2949,3039
"ENSG00000140522","RLBP1",0,0,0,0
"ENSG00000140525","FANCI",753,819,1395,1382
"ENSG00000140526","ABHD2",6938,7108,13781,14544
"ENSG00000140527","WDR93",1,3,0,4
"ENSG00000140534","TICRR",329,310,428,437
"ENSG00000140538","NTRK3",0,0,0,0
"ENSG00000140543","DET1",355,368,296,358
"ENSG00000140545","MFGE8",48721,48922,25483,26273
"ENSG00000140548","ZNF710",502,445,867,855
"ENSG00000140553","UNC45A",4142,4298,5302,5381
"ENSG00000140557","ST8SIA2",0,0,0,0
"ENSG00000140563","MCTP2",0,0,0,0
"ENSG00000140564","FURIN",3862,3724,5025,5157
"ENSG00000140575","IQGAP1",16791,16927,20993,23060
"ENSG00000140577","CRTC3",6896,6854,2336,2462
"ENSG00000140598","EFTUD1",523,571,2042,2169
"ENSG00000140600","SH3GL3",2,0,0,0
"ENSG00000140612","SEC11A",6146,5926,5458,5854
"ENSG00000140623","SEPT12",0,4,0,0
"ENSG00000140632","GLYR1",2433,2443,2182,2133
"ENSG00000140650","PMM2",680,691,529,658
"ENSG00000140675","SLC5A2",19,13,1,5
"ENSG00000140678","ITGAX",0,2,9,6
"ENSG00000140682","TGFB1I1",2740,2817,3334,3167
"ENSG00000140688","C16orf58",2518,2545,1987,1951
"ENSG00000140691","ARMC5",361,364,400,407
"ENSG00000140694","PARN",1828,1926,1716,1790
"ENSG00000140718","FTO",2254,2247,2095,2285
"ENSG00000140740","UQCRC2",5772,5952,4161,4644
"ENSG00000140743","CDR2",1573,1651,1459,1628
"ENSG00000140749","IGSF6",44,28,42,36
"ENSG00000140750","ARHGAP17",1823,1754,2245,2432
"ENSG00000140795","MYLK3",33,26,6,13
"ENSG00000140798","ABCC12",0,0,0,0
"ENSG00000140807","NKD1",0,2,2,2
"ENSG00000140829","DHX38",3247,3054,4305,4169
"ENSG00000140830","TXNL4B",340,349,413,348
"ENSG00000140832","MARVELD3",9,1,7,3
"ENSG00000140835","CHST4",0,0,0,0
"ENSG00000140836","ZFHX3",2356,2386,2911,3107
"ENSG00000140839","CLEC18B",0,0,8,6
"ENSG00000140848","CPNE2",766,757,2588,2663
"ENSG00000140853","NLRC5",1150,1086,2157,2233
"ENSG00000140854","KATNB1",586,612,1012,953
"ENSG00000140859","KIFC3",1465,1587,3746,3584
"ENSG00000140873","ADAMTS18",0,0,0,0
"ENSG00000140876","NUDT7",43,61,51,42
"ENSG00000140905","GCSH",316,375,531,540
"ENSG00000140931","CMTM3",2182,2178,4367,4550
"ENSG00000140932","CMTM2",0,1,1,1
"ENSG00000140937","CDH11",30722,30298,7092,7446
"ENSG00000140939","NOL3",694,751,749,708
"ENSG00000140941","MAP1LC3B",4013,4076,7542,8269
"ENSG00000140943","MBTPS1",10713,10681,9363,9448
"ENSG00000140945","CDH13",7947,8068,17423,19333
"ENSG00000140948","ZCCHC14",1362,1405,6079,6538
"ENSG00000140950","TLDC1",862,760,1958,2142
"ENSG00000140955","ADAD2",0,0,0,0
"ENSG00000140961","OSGIN1",239,289,372,350
"ENSG00000140968","IRF8",0,0,0,0
"ENSG00000140983","RHOT2",2792,2745,3155,3012
"ENSG00000140986","RPL3L",10,5,3,1
"ENSG00000140987","ZSCAN32",579,589,579,546
"ENSG00000140988","RPS2",32304,32545,23922,24019
"ENSG00000140990","NDUFB10",1757,1808,2196,2130
"ENSG00000140992","PDPK1",1624,1635,2256,2481
"ENSG00000140993","TIGD7",86,81,81,96
"ENSG00000140995","DEF8",1844,1841,2184,2305
"ENSG00000141002","TCF25",6377,6221,6360,6434
"ENSG00000141012","GALNS",1742,1667,1608,1670
"ENSG00000141013","GAS8",461,497,461,468
"ENSG00000141026","MED9",400,453,479,517
"ENSG00000141027","NCOR1",6036,5922,8535,9107
"ENSG00000141028","CDRT15P1",1,0,7,18
"ENSG00000141030","COPS3",1247,1330,1547,1625
"ENSG00000141034","GID4",1023,1020,1358,1473
"ENSG00000141040","ZNF287",329,325,235,297
"ENSG00000141052","MYOCD",5154,5199,309,344
"ENSG00000141068","KSR1",5484,5409,1502,1414
"ENSG00000141076","CIRH1A",1551,1618,1848,1965
"ENSG00000141084","RANBP10",1281,1355,1407,1509
"ENSG00000141086","CTRL",2,4,4,8
"ENSG00000141096","DPEP3",0,0,0,0
"ENSG00000141098","GFOD2",532,559,1065,1104
"ENSG00000141101","NOB1",1487,1618,1759,1880
"ENSG00000141127","PRPSAP2",492,551,454,493
"ENSG00000141140","MYO19",1087,1172,1764,1890
"ENSG00000141141","DDX52",1327,1267,2200,2465
"ENSG00000141150","RASL10B",1404,1440,162,124
"ENSG00000141161","UNC45B",0,0,0,0
"ENSG00000141179","PCTP",378,336,389,349
"ENSG00000141194","OR4D1",0,0,0,0
"ENSG00000141198","TOM1L1",252,264,56,71
"ENSG00000141200","KIF2B",0,0,0,0
"ENSG00000141219","C17orf80",1175,1145,1020,1136
"ENSG00000141232","TOB1",2478,2405,1213,1293
"ENSG00000141252","VPS53",3171,3323,3619,3757
"ENSG00000141255","SPATA22",0,0,0,0
"ENSG00000141258","SGSM2",3826,4204,4512,4603
"ENSG00000141279","NPEPPS",4891,4939,5486,6066
"ENSG00000141293","SKAP1",0,0,0,0
"ENSG00000141294","LRRC46",29,20,22,9
"ENSG00000141295","SCRN2",948,998,1006,1020
"ENSG00000141298","SSH2",1543,1374,1240,1372
"ENSG00000141314","RHBDL3",7,7,7,13
"ENSG00000141316","SPACA3",0,0,0,4
"ENSG00000141337","ARSG",1515,1502,1451,1500
