term_ID,description,frequency,plot_X,plot_Y,plot_size,log10 p-value,uniqueness,dispensability,representative,eliminated
GO:0006558,"L-phenylalanine metabolic process",0.075%,-6.221, 1.462,3.984,-3.4622,0.780,0.518,6558,0
GO:1902222,"erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process",0.031%,null,null,3.596,-3.4622,0.752,0.941,6558,1
GO:0006559,"L-phenylalanine catabolic process",0.031%,null,null,3.596,-3.4622,0.747,0.941,6558,1
GO:1902221,"erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process",0.075%,-6.571, 1.455,3.984,-3.4622,0.809,0.518,1902221,0
GO:0016042,"lipid catabolic process",0.401%,-4.184,-3.956,4.712,-3.8447,0.718,0.540,16042,0
GO:0044255,"cellular lipid metabolic process",2.704%,null,null,5.540,-3.4828,0.697,0.707,16042,1
GO:0006869,"lipid transport",0.270%, 3.325, 5.692,4.539,-4.1343,0.787,0.551,6869,0
GO:0048878,"chemical homeostasis",0.543%, 4.938,-3.718,4.843,-3.6498,0.769,0.561,48878,0
GO:0042592,"homeostatic process",1.661%,null,null,5.329,-3.0146,0.762,0.702,48878,1
GO:0071715,"icosanoid transport",0.029%, 4.365, 5.038,3.564,-3.4202,0.769,0.613,71715,0
GO:0046503,"glycerolipid catabolic process",0.018%,-3.801,-4.733,3.359,-4.4437,0.711,0.617,46503,0
GO:0055081,"anion homeostasis",0.045%, 4.590,-4.511,3.759,-3.2757,0.792,0.623,55081,0
GO:0015849,"organic acid transport",1.024%, 3.124, 5.413,5.119,-6.4737,0.766,0.633,15849,0
GO:0009072,"aromatic amino acid family metabolic process",0.719%,-6.240, 0.530,4.965,-3.2441,0.787,0.660,9072,0
GO:0006820,"anion transport",1.956%, 4.479, 4.732,5.400,-7.2596,0.823,0.663,6820,0
GO:0030162,"regulation of proteolysis",0.304%, 6.392,-1.841,4.591,-3.4559,0.747,0.669,30162,0
GO:0006570,"tyrosine metabolic process",0.059%,-6.206, 1.731,3.881,-3.2924,0.801,0.670,6570,0
